Station name                                 	CSU_atmos
Sonde type                                   	RS92-SGP
Sonde serial number                          	J3713986
Release point latitude                       	40.58?N
Release point longitude                      	105.09?W
Release point height from sea level          	1529 m
Balloon release date and time                	2015-09-02T22:05:14
Reason for termination                       	ManualStop
System trademark and model                   	MW41
Terminating altitude                         	13834 m
Surface pressure                             	845.2 hPa
Surface temperature                          	31.9 ?C
Surface relative humidity                    	15 %
Surface wind speed                           	3.1 m/s
Surface wind direction                       	147?
Surface pressure                             	845.1 hPa
Average ascent rate                          	4.1 m/s
Sounding length                              	00:50:03 hh:mm:ss
P correction (Pref - P)                      	1.65 hPa
T correction (Tref - T)                      	-0.26 ?C 
U1 correction (Uref - U1)                    	-1.0 %Rh
U2 correction (Uref - U2)                    	-0.9 %Rh
T temperature                                	26.22 ?C
P pressure                                   	843.66 hPa
Pref pressure                                	845.31 hPa
Tref temperature                             	26.0 ?C
Uref humidity                                	Desiccant 0 %Rh
Software version                             	MW41 2.1.0
Height and pressure in messages is based on  	P Sensor

Elapsed time HeightMSL    Pm  Temp  Dewp    RH Speed   Dir AscRate    Lat      Lon GpsHeightMSL
         816    5211.2 545.1  -3.1  -7.5  71.7   6.4 264.8     5.9 40.579 -105.066       5199.5
         817    5216.6 544.7  -3.2  -7.5  72.0   6.4 264.5     5.3 40.579 -105.066       5204.9
         818    5221.0 544.4  -3.2  -7.5  72.3   6.4 264.2     4.5 40.579 -105.066       5209.5
         819    5224.7 544.2  -3.2  -7.5  72.5   6.4 263.9     3.7 40.579 -105.066       5213.2
         820    5228.0 544.0  -3.3  -7.5  72.7   6.5 263.7     3.2 40.579 -105.066       5216.4
         821    5231.0 543.8  -3.3  -7.5  72.9   6.5 263.5     3.0 40.579 -105.066       5219.7
         822    5234.1 543.5  -3.3  -7.5  73.0   6.5 263.3     3.1 40.579 -105.065       5223.1
         823    5237.1 543.3  -3.3  -7.5  73.1   6.5 263.1     3.1 40.579 -105.065       5226.5
         824    5240.3 543.1  -3.4  -7.5  73.2   6.5 262.9     3.2 40.579 -105.065       5229.8
         825    5243.7 542.9  -3.4  -7.5  73.2   6.5 262.7     3.3 40.579 -105.065       5232.8
         826    5247.1 542.6  -3.4  -7.5  73.3   6.5 262.5     3.4 40.579 -105.065       5236.0
         827    5250.9 542.4  -3.5  -7.5  73.4   6.6 262.3     3.8 40.579 -105.065       5239.7
         828    5255.0 542.1  -3.5  -7.5  73.4   6.6 262.1     4.1 40.579 -105.065       5243.6
         829    5258.9 541.8  -3.5  -7.5  73.5   6.6 262.0     3.9 40.579 -105.065       5247.4
         830    5262.5 541.6  -3.5  -7.6  73.5   6.6 261.9     3.6 40.579 -105.065       5250.8
         831    5265.9 541.4  -3.5  -7.6  73.6   6.6 261.8     3.5 40.579 -105.065       5254.0
         832    5269.4 541.1  -3.6  -7.6  73.6   6.6 261.8     3.5 40.579 -105.065       5257.1
         833    5272.9 540.9  -3.6  -7.6  73.6   6.6 261.7     3.5 40.579 -105.065       5260.2
         834    5276.2 540.7  -3.6  -7.6  73.6   6.6 261.7     3.4 40.579 -105.064       5263.2
         835    5279.4 540.4  -3.6  -7.7  73.7   6.6 261.7     3.2 40.579 -105.064       5266.3
         836    5282.7 540.2  -3.7  -7.7  73.8   6.6 261.7     3.3 40.579 -105.064       5269.6
         837    5286.2 540.0  -3.7  -7.7  74.0   6.6 261.6     3.4 40.579 -105.064       5273.6
         838    5289.7 539.7  -3.8  -7.7  74.1   6.7 261.6     3.6 40.579 -105.064       5278.2
         839    5293.5 539.5  -3.8  -7.7  74.2   6.7 261.6     3.7 40.579 -105.064       5283.0
         840    5297.5 539.2  -3.8  -7.7  74.2   6.7 261.6     4.0 40.579 -105.064       5287.8
         841    5301.5 538.9  -3.9  -7.8  74.2   6.7 261.6     4.1 40.579 -105.064       5292.0
         842    5305.5 538.7  -3.9  -7.8  74.2   6.7 261.6     3.9 40.579 -105.064       5295.7
         843    5309.3 538.4  -4.0  -7.9  74.3   6.7 261.7     3.8 40.579 -105.064       5299.3
         844    5313.0 538.1  -4.0  -7.9  74.5   6.7 261.7     3.7 40.579 -105.064       5303.0
         845    5316.7 537.9  -4.0  -7.9  74.7   6.7 261.7     3.7 40.579 -105.064       5306.5
         846    5320.2 537.7  -4.1  -7.9  74.9   6.8 261.8     3.5 40.579 -105.064       5309.9
         847    5323.7 537.4  -4.1  -7.9  75.1   6.8 261.8     3.5 40.579 -105.063       5313.2
         848    5327.0 537.2  -4.2  -7.9  75.3   6.8 261.9     3.3 40.579 -105.063       5316.5
         849    5330.3 537.0  -4.2  -7.9  75.4   6.8 261.9     3.3 40.579 -105.063       5319.8
         850    5333.7 536.7  -4.2  -7.9  75.5   6.8 262.0     3.4 40.579 -105.063       5323.3
         851    5337.3 536.5  -4.2  -7.9  75.5   6.8 262.1     3.6 40.579 -105.063       5326.8
         852    5341.1 536.2  -4.3  -7.9  75.6   6.8 262.1     3.8 40.579 -105.063       5330.3
         853    5345.0 536.0  -4.3  -8.0  75.6   6.8 262.2     3.9 40.579 -105.063       5334.0
         854    5349.0 535.7  -4.3  -8.0  75.8   6.8 262.2     4.0 40.579 -105.063       5337.9
         855    5353.0 535.4  -4.4  -8.0  75.9   6.8 262.3     4.0 40.579 -105.063       5342.1
         856    5357.0 535.2  -4.4  -8.0  76.0   6.8 262.3     4.0 40.579 -105.063       5346.7
         857    5360.9 534.9  -4.4  -8.0  76.2   6.8 262.3     3.9 40.579 -105.063       5351.2
         858    5364.6 534.6  -4.4  -8.0  76.4   6.8 262.4     3.7 40.579 -105.063       5355.3
         859    5368.0 534.4  -4.5  -8.0  76.5   6.8 262.4     3.4 40.579 -105.062       5358.7
         860    5371.3 534.2  -4.5  -8.0  76.6   6.8 262.5     3.3 40.579 -105.062       5361.7
         861    5374.8 533.9  -4.5  -8.0  76.8   6.8 262.5     3.5 40.579 -105.062       5364.5
         862    5378.5 533.7  -4.6  -8.0  76.9   6.8 262.5     3.7 40.579 -105.062       5367.2
         863    5382.0 533.5  -4.6  -8.0  76.9   6.7 262.5     3.5 40.579 -105.062       5370.2
         864    5385.1 533.2  -4.7  -8.1  77.0   6.7 262.5     3.1 40.579 -105.062       5373.5
         865    5388.2 533.0  -4.7  -8.1  77.2   6.7 262.4     3.1 40.579 -105.062       5377.1
         866    5391.6 532.8  -4.7  -8.1  77.3   6.7 262.4     3.4 40.579 -105.062       5381.1
         867    5395.5 532.5  -4.8  -8.1  77.5   6.7 262.3     3.9 40.579 -105.062       5385.4
         868    5399.6 532.3  -4.8  -8.1  77.7   6.7 262.3     4.1 40.579 -105.062       5389.7
         869    5403.5 532.0  -4.9  -8.1  77.9   6.7 262.2     3.9 40.579 -105.062       5393.8
         870    5407.1 531.8  -4.9  -8.1  78.1   6.6 262.1     3.7 40.579 -105.062       5397.4
         871    5410.6 531.5  -4.9  -8.1  78.3   6.6 262.0     3.4 40.579 -105.061       5400.6
         872    5413.9 531.3  -4.9  -8.1  78.4   6.6 261.9     3.3 40.579 -105.061       5403.7
         873    5417.3 531.1  -5.0  -8.1  78.4   6.6 261.7     3.4 40.579 -105.061       5406.9
         874    5421.0 530.8  -5.0  -8.2  78.4   6.6 261.6     3.6 40.579 -105.061       5410.1
         875    5424.8 530.6  -5.0  -8.2  78.5   6.6 261.4     3.8 40.579 -105.061       5413.7
         876    5428.6 530.3  -5.1  -8.2  78.7   6.6 261.3     3.8 40.579 -105.061       5417.4
         877    5432.3 530.1  -5.1  -8.2  78.8   6.6 261.2     3.8 40.579 -105.061       5421.0
         878    5436.0 529.8  -5.2  -8.2  79.0   6.6 261.1     3.6 40.579 -105.061       5424.3
         879    5439.6 529.6  -5.2  -8.2  79.2   6.6 260.9     3.6 40.579 -105.061       5427.6
         880    5443.3 529.3  -5.2  -8.2  79.4   6.6 260.7     3.7 40.579 -105.061       5431.1
         881    5447.0 529.1  -5.2  -8.2  79.4   6.7 260.5     3.7 40.579 -105.061       5434.9
         882    5450.7 528.8  -5.3  -8.3  79.2   6.7 260.3     3.6 40.579 -105.061       5439.0
         883    5454.4 528.6  -5.3  -8.4  78.9   6.7 260.1     3.7 40.579 -105.061       5443.3
         884    5458.3 528.3  -5.3  -8.4  78.4   6.7 259.9     4.0 40.579 -105.061       5447.4
         885    5462.7 528.0  -5.3  -8.5  77.9   6.7 259.7     4.4 40.579 -105.061       5451.8
         886    5467.6 527.7  -5.3  -8.6  77.7   6.7 259.5     4.8 40.579 -105.060       5456.6
         887    5472.7 527.3  -5.3  -8.6  77.4   6.7 259.4     5.2 40.580 -105.060       5462.0
         888    5477.9 527.0  -5.4  -8.7  77.4   6.7 259.2     5.1 40.580 -105.060       5467.5
         889    5482.5 526.7  -5.4  -8.7  77.5   6.8 259.1     4.6 40.580 -105.060       5472.3
         890    5486.5 526.4  -5.5  -8.8  77.6   6.8 258.9     4.0 40.580 -105.060       5476.2
         891    5490.2 526.2  -5.5  -8.8  77.8   6.8 258.8     3.6 40.580 -105.060       5479.8
         892    5493.8 525.9  -5.5  -8.8  77.9   6.8 258.6     3.6 40.580 -105.060       5483.6
         893    5497.5 525.7  -5.5  -8.7  77.9   6.8 258.4     3.7 40.580 -105.060       5487.3
         894    5501.2 525.4  -5.5  -8.7  77.9   6.8 258.3     3.7 40.580 -105.060       5490.9
         895    5504.7 525.2  -5.6  -8.8  78.0   6.8 258.1     3.5 40.580 -105.060       5494.2
         896    5508.0 525.0  -5.6  -8.8  78.2   6.8 258.0     3.4 40.580 -105.060       5497.3
         897    5511.4 524.7  -5.7  -8.8  78.4   6.8 257.9     3.4 40.580 -105.060       5500.3
         898    5514.8 524.5  -5.7  -8.9  78.6   6.8 257.8     3.4 40.580 -105.059       5503.4
         899    5518.5 524.3  -5.8  -8.9  78.9   6.7 257.7     3.7 40.580 -105.059       5506.9
         900    5522.5 524.0  -5.8  -8.9  79.2   6.7 257.6     4.0 40.580 -105.059       5511.0
         901    5526.4 523.7  -5.9  -8.9  79.3   6.7 257.5     3.9 40.580 -105.059       5515.5
         902    5530.1 523.5  -5.9  -8.9  79.3   6.7 257.4     3.7 40.580 -105.059       5519.7
         903    5533.7 523.3  -6.0  -8.9  79.3   6.7 257.3     3.6 40.580 -105.059       5523.4
         904    5537.4 523.0  -6.0  -9.0  79.4   6.7 257.2     3.7 40.580 -105.059       5526.8
         905    5541.0 522.8  -6.0  -9.0  79.5   6.6 257.1     3.6 40.580 -105.059       5530.0
         906    5544.6 522.5  -6.0  -9.0  79.4   6.6 257.1     3.6 40.580 -105.059       5533.2
         907    5548.3 522.3  -6.1  -9.1  79.3   6.6 257.1     3.7 40.580 -105.059       5536.9
         908    5552.1 522.0  -6.1  -9.1  79.1   6.6 257.0     3.8 40.580 -105.059       5541.2
         909    5555.9 521.8  -6.1  -9.2  79.0   6.6 257.0     3.8 40.580 -105.059       5545.9
         910    5559.6 521.5  -6.1  -9.2  78.7   6.6 257.0     3.7 40.580 -105.059       5550.4
         911    5563.4 521.3  -6.1  -9.3  78.3   6.5 257.0     3.7 40.580 -105.059       5554.4
         912    5567.1 521.0  -6.1  -9.4  77.9   6.5 257.0     3.8 40.580 -105.058       5558.1
         913    5570.9 520.8  -6.2  -9.4  77.5   6.5 257.0     3.8 40.580 -105.058       5561.8
         914    5574.6 520.5  -6.2  -9.5  77.2   6.5 257.0     3.7 40.580 -105.058       5565.2
         915    5578.3 520.3  -6.2  -9.6  77.1   6.5 257.0     3.7 40.580 -105.058       5568.3
         916    5582.1 520.0  -6.2  -9.6  76.9   6.5 257.1     3.7 40.580 -105.058       5571.5
         917    5585.8 519.8  -6.2  -9.7  76.7   6.5 257.1     3.8 40.580 -105.058       5575.2
         918    5589.6 519.5  -6.3  -9.7  76.5   6.5 257.2     3.7 40.580 -105.058       5579.0
         919    5593.2 519.3  -6.3  -9.8  76.3   6.5 257.3     3.6 40.580 -105.058       5582.8
         920    5596.7 519.1  -6.3  -9.8  76.1   6.5 257.4     3.5 40.580 -105.058       5586.7
         921    5600.2 518.8  -6.3  -9.9  76.1   6.5 257.4     3.5 40.580 -105.058       5590.5
         922    5603.9 518.6  -6.4  -9.9  76.0   6.5 257.5     3.6 40.580 -105.058       5594.2
         923    5607.6 518.3  -6.4 -10.0  75.7   6.5 257.6     3.7 40.580 -105.058       5597.7
         924    5611.2 518.1  -6.4 -10.0  75.5   6.5 257.7     3.6 40.580 -105.058       5600.9
         925    5614.9 517.9  -6.4 -10.1  75.3   6.5 257.7     3.6 40.580 -105.057       5604.1
         926    5618.7 517.6  -6.5 -10.1  75.2   6.5 257.8     3.8 40.580 -105.057       5607.8
         927    5622.7 517.3  -6.5 -10.2  75.0   6.5 257.9     4.0 40.580 -105.057       5611.7
         928    5626.6 517.1  -6.5 -10.2  74.8   6.5 257.9     3.9 40.580 -105.057       5615.6
         929    5630.2 516.9  -6.5 -10.3  74.6   6.5 258.0     3.5 40.580 -105.057       5619.6
         930    5633.5 516.6  -6.6 -10.4  74.4   6.5 258.0     3.3 40.580 -105.057       5623.3
         931    5637.0 516.4  -6.6 -10.4  74.3   6.5 258.1     3.5 40.580 -105.057       5626.7
         932    5640.6 516.2  -6.6 -10.4  74.4   6.5 258.1     3.7 40.580 -105.057       5629.9
         933    5644.4 515.9  -6.7 -10.4  74.5   6.5 258.1     3.7 40.580 -105.057       5633.0
         934    5648.1 515.7  -6.7 -10.4  74.7   6.5 258.1     3.8 40.580 -105.057       5636.2
         935    5652.0 515.4  -6.7 -10.4  74.6   6.5 258.1     3.8 40.580 -105.057       5639.5
         936    5655.8 515.2  -6.7 -10.5  74.5   6.5 258.1     3.8 40.580 -105.057       5643.1
         937    5659.5 514.9  -6.7 -10.5  74.5   6.4 258.1     3.7 40.580 -105.057       5646.9
         938    5663.2 514.7  -6.8 -10.6  74.5   6.4 258.1     3.7 40.580 -105.056       5650.9
         939    5667.0 514.4  -6.8 -10.6  74.7   6.4 258.1     3.8 40.580 -105.056       5655.0
         940    5670.8 514.2  -6.9 -10.5  75.0   6.4 258.1     3.8 40.580 -105.056       5659.3
         941    5674.7 513.9  -6.9 -10.5  75.2   6.4 258.1     3.9 40.580 -105.056       5663.6
         942    5678.8 513.6  -6.9 -10.5  75.5   6.4 258.0     4.1 40.580 -105.056       5667.9
         943    5683.0 513.4  -7.0 -10.5  75.7   6.4 258.0     4.2 40.580 -105.056       5672.4
         944    5687.0 513.1  -7.0 -10.5  75.8   6.4 257.9     4.0 40.580 -105.056       5676.8
         945    5690.7 512.9  -7.0 -10.5  76.0   6.4 257.9     3.8 40.580 -105.056       5681.3
         946    5694.4 512.6  -7.1 -10.6  76.1   6.4 257.8     3.7 40.580 -105.056       5685.8
         947    5698.1 512.4  -7.1 -10.6  76.3   6.4 257.7     3.7 40.580 -105.056       5690.2
         948    5701.8 512.1  -7.1 -10.6  76.5   6.4 257.6     3.7 40.580 -105.056       5693.9
         949    5705.4 511.9  -7.2 -10.6  76.6   6.4 257.5     3.6 40.580 -105.056       5696.9
         950    5709.1 511.7  -7.2 -10.6  76.8   6.4 257.4     3.7 40.580 -105.056       5699.9
         951    5712.7 511.4  -7.3 -10.6  77.0   6.4 257.3     3.6 40.580 -105.055       5703.3
         952    5716.4 511.2  -7.3 -10.6  77.2   6.4 257.1     3.7 40.580 -105.055       5706.8
         953    5720.4 510.9  -7.3 -10.6  77.3   6.4 257.0     3.9 40.580 -105.055       5710.5
         954    5724.5 510.6  -7.4 -10.6  77.4   6.4 256.8     4.1 40.580 -105.055       5714.4
         955    5728.4 510.4  -7.4 -10.6  77.5   6.4 256.6     3.9 40.580 -105.055       5718.3
         956    5732.1 510.1  -7.4 -10.7  77.6   6.4 256.4     3.7 40.580 -105.055       5722.0
         957    5735.7 509.9  -7.5 -10.7  77.7   6.5 256.1     3.6 40.580 -105.055       5725.7
         958    5739.4 509.7  -7.5 -10.7  77.7   6.5 255.9     3.7 40.580 -105.055       5729.7
         959    5743.3 509.4  -7.5 -10.7  77.7   6.5 255.7     3.9 40.580 -105.055       5733.7
         960    5747.3 509.2  -7.5 -10.8  77.6   6.5 255.4     3.9 40.580 -105.055       5737.5
         961    5751.1 508.9  -7.6 -10.8  77.5   6.5 255.2     3.8 40.580 -105.055       5741.2
         962    5754.7 508.7  -7.6 -10.9  77.5   6.5 254.9     3.6 40.580 -105.055       5745.1
         963    5758.5 508.4  -7.6 -10.9  77.5   6.6 254.6     3.8 40.580 -105.055       5749.3
         964    5762.9 508.1  -7.7 -10.9  77.7   6.6 254.3     4.3 40.580 -105.055       5754.0
         965    5767.5 507.8  -7.7 -10.9  77.9   6.6 254.1     4.6 40.580 -105.054       5758.9
         966    5772.0 507.5  -7.8 -11.0  77.9   6.7 253.8     4.5 40.580 -105.054       5763.4
         967    5776.2 507.3  -7.8 -11.0  77.8   6.7 253.6     4.2 40.581 -105.054       5767.6
         968    5780.3 507.0  -7.8 -11.1  77.7   6.7 253.3     4.1 40.581 -105.054       5771.6
         969    5784.4 506.7  -7.9 -11.1  77.4   6.8 253.1     4.1 40.581 -105.054       5775.7
         970    5788.7 506.5  -7.9 -11.2  77.0   6.8 252.9     4.4 40.581 -105.054       5779.9
         971    5793.3 506.2  -7.9 -11.3  76.7   6.8 252.6     4.6 40.581 -105.054       5784.1
         972    5797.7 505.9  -8.0 -11.4  76.5   6.9 252.5     4.4 40.581 -105.054       5788.3
         973    5801.8 505.6  -8.0 -11.4  76.4   6.9 252.3     4.1 40.581 -105.054       5792.6
         974    5805.9 505.3  -8.1 -11.5  76.5   6.9 252.1     4.1 40.581 -105.054       5796.9
         975    5810.0 505.1  -8.1 -11.5  76.6   7.0 252.0     4.1 40.581 -105.054       5801.0
         976    5813.9 504.8  -8.2 -11.5  76.8   7.0 251.9     3.8 40.581 -105.054       5804.8
         977    5817.5 504.6  -8.2 -11.5  76.9   7.0 251.8     3.6 40.581 -105.054       5808.3
         978    5821.1 504.3  -8.2 -11.5  77.0   7.0 251.7     3.6 40.581 -105.053       5811.7
         979    5824.9 504.1  -8.2 -11.6  76.9   7.0 251.6     3.7 40.581 -105.053       5815.2
         980    5828.5 503.9  -8.3 -11.6  76.6   7.0 251.5     3.6 40.581 -105.053       5818.7
         981    5832.0 503.6  -8.3 -11.7  76.2   7.1 251.4     3.5 40.581 -105.053       5822.4
         982    5835.6 503.4  -8.3 -11.8  75.8   7.1 251.4     3.5 40.581 -105.053       5826.1
         983    5839.2 503.2  -8.3 -11.8  75.8   7.1 251.4     3.7 40.581 -105.053       5829.8
         984    5843.0 502.9  -8.3 -11.8  76.0   7.1 251.3     3.7 40.581 -105.053       5833.4
         985    5846.8 502.7  -8.4 -11.8  76.3   7.1 251.3     3.8 40.581 -105.053       5837.3
         986    5850.7 502.4  -8.5 -11.9  76.3   7.1 251.3     3.9 40.581 -105.053       5841.1
         987    5854.5 502.2  -8.5 -11.9  76.2   7.1 251.3     3.8 40.581 -105.053       5844.5
         988    5858.1 501.9  -8.5 -12.0  76.1   7.1 251.2     3.6 40.581 -105.053       5847.8
         989    5861.7 501.7  -8.5 -12.0  76.1   7.1 251.2     3.6 40.581 -105.053       5851.5
         990    5865.5 501.5  -8.6 -12.0  76.2   7.1 251.2     3.8 40.581 -105.053       5855.2
         991    5869.3 501.2  -8.6 -12.0  76.3   7.1 251.2     3.8 40.581 -105.052       5858.9
         992    5872.9 501.0  -8.7 -12.0  76.6   7.1 251.2     3.6 40.581 -105.052       5862.7
         993    5876.6 500.8  -8.7 -12.0  76.8   7.1 251.2     3.6 40.581 -105.052       5866.5
         994    5880.3 500.5  -8.7 -12.0  77.0   7.1 251.2     3.7 40.581 -105.052       5870.2
         995    5884.0 500.3  -8.8 -12.0  77.2   7.1 251.2     3.7 40.581 -105.052       5873.7
         996    5887.8 500.0  -8.8 -12.0  77.4   7.1 251.2     3.8 40.581 -105.052       5877.2
         997    5891.7 499.8  -8.9 -12.1  77.6   7.1 251.2     3.9 40.581 -105.052       5880.6
         998    5895.6 499.5  -8.9 -12.1  77.8   7.1 251.3     3.9 40.581 -105.052       5884.1
         999    5899.2 499.3  -8.9 -12.1  77.9   7.1 251.3     3.7 40.581 -105.052       5887.7
        1000    5902.8 499.1  -9.0 -12.1  78.1   7.1 251.4     3.6 40.581 -105.052       5891.4
        1001    5906.4 498.8  -9.0 -12.1  78.3   7.2 251.5     3.6 40.581 -105.052       5895.0
        1002    5910.2 498.6  -9.0 -12.1  78.4   7.2 251.6     3.7 40.581 -105.052       5898.7
        1003    5914.1 498.3  -9.1 -12.2  78.3   7.2 251.7     3.9 40.581 -105.052       5902.9
        1004    5918.2 498.1  -9.1 -12.2  78.0   7.2 251.8     4.1 40.581 -105.051       5907.5
        1005    5922.4 497.8  -9.1 -12.3  77.7   7.3 252.0     4.2 40.581 -105.051       5912.2
        1006    5926.5 497.5  -9.2 -12.4  77.5   7.3 252.1     4.2 40.581 -105.051       5916.7
        1007    5930.8 497.3  -9.2 -12.4  77.5   7.4 252.3     4.2 40.581 -105.051       5920.8
        1008    5935.0 497.0  -9.2 -12.4  77.7   7.4 252.5     4.3 40.581 -105.051       5924.8
        1009    5939.3 496.7  -9.3 -12.4  78.0   7.4 252.7     4.2 40.581 -105.051       5929.0
        1010    5943.5 496.4  -9.3 -12.4  78.3   7.5 253.0     4.3 40.581 -105.051       5933.5
        1011    5947.9 496.2  -9.3 -12.4  78.6   7.6 253.2     4.4 40.581 -105.051       5938.3
        1012    5952.5 495.9  -9.4 -12.4  78.8   7.6 253.5     4.6 40.581 -105.051       5942.9
        1013    5957.1 495.6  -9.4 -12.4  78.9   7.7 253.7     4.7 40.582 -105.051       5947.5
        1014    5961.8 495.3  -9.5 -12.4  79.0   7.7 254.0     4.7 40.582 -105.051       5952.0
        1015    5966.4 495.0  -9.5 -12.5  79.2   7.8 254.3     4.6 40.582 -105.051       5956.4
        1016    5970.9 494.7  -9.6 -12.5  79.3   7.9 254.5     4.4 40.582 -105.050       5960.8
        1017    5975.2 494.4  -9.6 -12.5  79.5   8.0 254.8     4.3 40.582 -105.050       5965.5
        1018    5979.5 494.1  -9.7 -12.5  79.7   8.0 255.0     4.4 40.582 -105.050       5970.1
